N,alpha,M,conc_succ_prob,kappa_med,sigma_rel_med,sigma_abs_med,max_w_95per,pos_prob,nan_prob
22,4.75,324,0.0,158179.08362060713,7.929529400462098e6,1.3685973226493485e6,1.1365252174572749e7,0.0,0.0
22,5.125,349,0.0,148261.03106874516,7.256709110156095e6,1.2671321596519179e6,1.1246606924749337e7,0.0,0.0
22,5.5,375,0.0,127982.76441611609,6.99711892319463e6,1.1877992523481986e6,8.87187882924804e6,0.0,0.0
22,5.875,400,0.0,114522.46698942069,7.075120713744156e6,1.1290543631365485e6,8.192428077283403e6,0.0,0.0
22,6.25,426,0.0,103493.98807296423,6.635731320009235e6,1.073899267499175e6,8.759618045660622e6,0.0,0.0
22,6.625,451,0.0,94139.9357844663,6.309715289344465e6,976066.5577266292,7.309429670114479e6,0.0,0.0
22,7.0,477,0.0,89219.55204618123,6.295036421541851e6,980058.0235498324,7.367199345385736e6,0.0,0.0
22,7.375,502,0.0,84989.01287273274,6.280245252442138e6,960715.7990731561,7.831244763624926e6,0.0,0.0
22,7.75,528,0.0,77127.14455219553,5.974361644710317e6,867426.9636591707,7.453353434314882e6,0.0,0.0
22,8.125,553,0.0,57353.7124862708,4.817794342340067e6,720182.535774188,4.741557939806419e6,0.0,0.0
22,8.5,579,0.0,55712.561384470595,4.885056251870185e6,730610.3210789976,4.730465561711178e6,0.0,0.0
22,8.875,604,0.0,54381.50737174609,4.701038698936386e6,694811.3502562277,5.438975553787828e6,0.0,0.0
22,9.25,630,0.0,49027.35057397644,4.4849391222049035e6,639165.7605310823,5.500352037207003e6,0.0,0.0
22,9.625,655,0.0,44479.70172754867,4.1686869900489505e6,624663.8888443199,4.534706835361066e6,0.0,0.0
22,10.0,681,0.0,39930.26983309428,4.365396364578765e6,587581.3871689416,4.7505941603628e6,0.0,0.0
